ID	at.ID	Term	Ontology
GO:0015016	GO:0015022	[heparan sulfate]-glucosamine N-sulfotransferase activity	MF
GO:0015016	GO:0051910	[heparan sulfate]-glucosamine N-sulfotransferase activity	MF
GO:0015020	GO:0003981	glucuronosyltransferase activity	MF
GO:0015026	GO:0015027	coreceptor activity	MF
GO:0015026	GO:0015028	coreceptor activity	MF
GO:0015031	GO:0015831	protein transport	BP
GO:0015035	GO:0008895	protein-disulfide reductase activity	MF
GO:0015035	GO:0015037	protein-disulfide reductase activity	MF
GO:0015057	GO:0010655	thrombin-activated receptor activity	MF
GO:0015079	GO:0015388	potassium ion transmembrane transporter activity	MF
GO:0015079	GO:0022817	potassium ion transmembrane transporter activity	MF
GO:0015081	GO:0022816	sodium ion transmembrane transporter activity	MF
GO:0015083	GO:0015084	aluminum ion transmembrane transporter activity	MF
GO:0015093	GO:0015639	ferrous iron transmembrane transporter activity	MF
GO:0015108	GO:0008555	chloride transmembrane transporter activity	MF
GO:0015114	GO:1901677	phosphate ion transmembrane transporter activity	MF
GO:0015134	GO:0015163	hexuronate transmembrane transporter activity	MF
GO:0015144	GO:1901476	carbohydrate transmembrane transporter activity	MF
GO:0015153	GO:0033297	rhamnose transmembrane transporter activity	MF
GO:0015155	GO:0019189	lactose transmembrane transporter activity	MF
GO:0015171	GO:0015359	amino acid transmembrane transporter activity	MF
GO:0015174	GO:0005286	basic amino acid transmembrane transporter activity	MF
GO:0015174	GO:0015326	basic amino acid transmembrane transporter activity	MF
GO:0015189	GO:0005293	L-lysine transmembrane transporter activity	MF
GO:0015193	GO:0005296	L-proline transmembrane transporter activity	MF
GO:0015194	GO:0015511	L-serine transmembrane transporter activity	MF
GO:0015194	GO:1905361	L-serine transmembrane transporter activity	MF
GO:0015195	GO:0015512	L-threonine transmembrane transporter activity	MF
GO:0015196	GO:0005299	L-tryptophan transmembrane transporter activity	MF
GO:0015204	GO:0015287	urea transmembrane transporter activity	MF
GO:0015205	GO:0015392	nucleobase transmembrane transporter activity	MF
GO:0015220	GO:0005306	choline transmembrane transporter activity	MF
GO:0015225	GO:1901603	biotin transmembrane transporter activity	MF
GO:0015230	GO:0005472	FAD transmembrane transporter activity	MF
GO:0015234	GO:0015402	thiamine transmembrane transporter activity	MF
GO:0015234	GO:0015403	thiamine transmembrane transporter activity	MF
GO:0015245	GO:0015246	fatty acid transmembrane transporter activity	MF
GO:0015267	GO:0015249	channel activity	MF
GO:0015267	GO:0015268	channel activity	MF
GO:0015267	GO:0022838	channel activity	MF
GO:0015278	GO:0005218	calcium-release channel activity	MF
GO:0015291	GO:0015290	secondary active transmembrane transporter activity	MF
GO:0015291	GO:0015353	secondary active transmembrane transporter activity	MF
GO:0015291	GO:0015404	secondary active transmembrane transporter activity	MF
GO:0015291	GO:0015570	secondary active transmembrane transporter activity	MF
GO:0015297	GO:0015300	antiporter activity	MF
GO:0015297	GO:0099516	antiporter activity	MF
GO:0015317	GO:0015320	phosphate:proton symporter activity	MF
GO:0015343	GO:0015236	siderophore-iron transmembrane transporter activity	MF
GO:0015343	GO:0015237	siderophore-iron transmembrane transporter activity	MF
GO:0015343	GO:0042927	siderophore-iron transmembrane transporter activity	MF
GO:0015360	GO:0015357	acetate:proton symporter activity	MF
GO:0015375	GO:0015656	glycine:sodium symporter activity	MF
GO:0015379	GO:0022820	potassium:chloride symporter activity	MF
GO:0015385	GO:0015502	sodium:proton antiporter activity	MF
GO:0015395	GO:0015396	nucleoside transmembrane transporter activity, down a concentration gradient	MF
GO:0015395	GO:0015397	nucleoside transmembrane transporter activity, down a concentration gradient	MF
GO:0015413	GO:0102016	ABC-type nickel transporter activity	MF
GO:0015416	GO:0015604	ABC-type phosphonate transporter activity	MF
GO:0015416	GO:0042917	ABC-type phosphonate transporter activity	MF
GO:0015416	GO:0102017	ABC-type phosphonate transporter activity	MF
GO:0015417	GO:0015595	ABC-type polyamine transporter activity	MF
GO:0015418	GO:0102908	ABC-type quaternary ammonium compound transporting activity	MF
GO:0015420	GO:0015235	ABC-type vitamin B12 transporter activity	MF
GO:0015420	GO:0102023	ABC-type vitamin B12 transporter activity	MF
GO:0015422	GO:0015609	ABC-type oligosaccharide transporter activity	MF
GO:0015424	GO:0032518	ABC-type amino acid transporter activity	MF
GO:0015424	GO:0032520	ABC-type amino acid transporter activity	MF
GO:0015430	GO:0015610	ABC-type glycerol-3-phosphate transporter activity	MF
GO:0015430	GO:0070812	ABC-type glycerol-3-phosphate transporter activity	MF
GO:0015431	GO:0071997	ABC-type glutathione S-conjugate transporter activity	MF
GO:0015438	GO:0015162	ABC-type teichoic acid transporter activity	MF
GO:0015439	GO:0103115	ABC-type heme transporter activity	MF
GO:0015467	GO:0015273	G-protein activated inward rectifier potassium channel activity	MF
GO:0015495	GO:0005331	gamma-aminobutyric acid:proton symporter activity	MF
GO:0015495	GO:0015329	gamma-aminobutyric acid:proton symporter activity	MF
GO:0015499	GO:0015659	formate transmembrane transporter activity	MF
GO:0015501	GO:0008027	glutamate:sodium symporter activity	MF
GO:0015506	GO:0015536	nucleoside:proton symporter activity	MF
GO:0015518	GO:0015523	arabinose:proton symporter activity	MF
GO:0015558	GO:0015569	secondary active p-aminobenzoyl-glutamate transmembrane transporter activity	MF
GO:0015571	GO:0015590	N-acetylgalactosamine transmembrane transporter activity	MF
GO:0015572	GO:0015580	N-acetylglucosamine transmembrane transporter activity	MF
GO:0015573	GO:0015582	beta-glucoside transmembrane transporter activity	MF
GO:0015574	GO:0015584	trehalose transmembrane transporter activity	MF
GO:0015575	GO:0015586	mannitol transmembrane transporter activity	MF
GO:0015576	GO:0015587	sorbitol transmembrane transporter activity	MF
GO:0015577	GO:0015588	galactitol transmembrane transporter activity	MF
GO:0015578	GO:0015589	mannose transmembrane transporter activity	MF
GO:0015625	GO:0015409	ABC-type ferric hydroxamate transporter activity	MF
GO:0015625	GO:0015622	ABC-type ferric hydroxamate transporter activity	MF
GO:0015625	GO:0015623	ABC-type ferric hydroxamate transporter activity	MF
GO:0015625	GO:0102026	ABC-type ferric hydroxamate transporter activity	MF
GO:0015636	GO:0015635	short-chain fatty acid transmembrane transporter activity	MF
GO:0015651	GO:0015202	quaternary ammonium group transmembrane transporter activity	MF
GO:0015654	GO:0015118	tellurite transmembrane transporter activity	MF
GO:0015655	GO:0044670	alanine:sodium symporter activity	MF
GO:0015658	GO:1901240	branched-chain amino acid transmembrane transporter activity	MF
GO:0015660	GO:0015509	formate efflux transmembrane transporter activity	MF
GO:0015663	GO:0015664	nicotinamide mononucleotide transmembrane transporter activity	MF
GO:0015697	GO:0015845	quaternary ammonium group transport	BP
GO:0015706	GO:0006872	nitrate transmembrane transport	BP
GO:0015706	GO:0080055	nitrate transmembrane transport	BP
GO:0015708	GO:0051207	silicic acid import across plasma membrane	BP
GO:0015708	GO:1902067	silicic acid import across plasma membrane	BP
GO:0015716	GO:0042916	organic phosphonate transport	BP
GO:0015749	GO:1905950	monosaccharide transmembrane transport	BP
GO:0015803	GO:1900755	branched-chain amino acid transport	BP
GO:0015813	GO:0089711	L-glutamate transmembrane transport	BP
GO:0015819	GO:0034226	lysine transport	BP
GO:0015819	GO:0061461	lysine transport	BP
GO:0015825	GO:0090479	L-serine transport	BP
GO:0015844	GO:0015873	monoamine transport	BP
GO:0015860	GO:0035427	purine nucleoside transmembrane transport	BP
GO:0015881	GO:1902598	creatine transmembrane transport	BP
GO:0015891	GO:0015892	siderophore transport	BP
GO:0015920	GO:0015921	lipopolysaccharide transport	BP
GO:0015936	GO:0006763	coenzyme A metabolic process	BP
GO:0015937	GO:0006764	coenzyme A biosynthetic process	BP
GO:0015938	GO:0006765	coenzyme A catabolic process	BP
GO:0015939	GO:0006770	pantothenate metabolic process	BP
GO:0015940	GO:0033317	pantothenate biosynthetic process	BP
GO:0015940	GO:0033318	pantothenate biosynthetic process	BP
GO:0015976	GO:0015978	carbon utilization	BP
GO:0016020	GO:0016021	membrane	CC
GO:0016020	GO:0098589	membrane	CC
GO:0016020	GO:0098805	membrane	CC
GO:0016032	GO:0022415	viral process	BP
GO:0016034	GO:0018841	maleylacetoacetate isomerase activity	MF
GO:0016042	GO:0006724	lipid catabolic process	BP
GO:0016042	GO:0044240	lipid catabolic process	BP
GO:0016043	GO:0044235	cellular component organization	BP
GO:0016043	GO:0071842	cellular component organization	BP
GO:0016045	GO:0009598	detection of bacterium	BP
GO:0016045	GO:0009681	detection of bacterium	BP
GO:0016046	GO:0009599	detection of fungus	BP
GO:0016046	GO:0016047	detection of fungus	BP
GO:0016049	GO:0048591	cell growth	BP
GO:0016051	GO:0006093	carbohydrate biosynthetic process	BP
GO:0016052	GO:0006095	carbohydrate catabolic process	BP
GO:0016052	GO:0044276	carbohydrate catabolic process	BP
GO:0016052	GO:0044724	carbohydrate catabolic process	BP
GO:0016055	GO:0007222	Wnt signaling pathway	BP
GO:0016056	GO:0009586	rhodopsin mediated signaling pathway	BP
GO:0016137	GO:0016140	glycoside metabolic process	BP
GO:0016138	GO:0016141	glycoside biosynthetic process	BP
GO:0016139	GO:0016142	glycoside catabolic process	BP
GO:0016152	GO:0018692	mercury (II) reductase activity	MF
GO:0016192	GO:0006899	vesicle-mediated transport	BP
GO:0016197	GO:0032439	endosomal transport	BP
GO:0016236	GO:0034262	macroautophagy	BP
GO:0016251	GO:0000983	RNA polymerase II general transcription initiation factor activity	MF
GO:0016251	GO:0001075	RNA polymerase II general transcription initiation factor activity	MF
GO:0016251	GO:0003703	RNA polymerase II general transcription initiation factor activity	MF
GO:0016262	GO:0016253	protein N-acetylglucosaminyltransferase activity	MF
GO:0016297	GO:0010281	fatty acyl-[ACP] hydrolase activity	MF
GO:0016297	GO:0016294	fatty acyl-[ACP] hydrolase activity	MF
GO:0016300	GO:0016431	tRNA (uridine) methyltransferase activity	MF
GO:0016303	GO:0004429	1-phosphatidylinositol-3-kinase activity	MF
GO:0016308	GO:0004431	1-phosphatidylinositol-4-phosphate 5-kinase activity	MF
GO:0016308	GO:0045215	1-phosphatidylinositol-4-phosphate 5-kinase activity	MF
GO:0016316	GO:0004440	phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity	MF
GO:0016325	GO:0048130	oocyte microtubule cytoskeleton organization	BP
GO:0016423	GO:0016424	tRNA (guanine) methyltransferase activity	MF
GO:0016442	GO:0035068	RISC complex	CC
GO:0016461	GO:0005860	unconventional myosin complex	CC
GO:0016485	GO:0051605	protein processing	BP
GO:0016501	GO:0004959	prostacyclin receptor activity	MF
GO:0016529	GO:0008221	sarcoplasmic reticulum	CC
GO:0016538	GO:0003751	cyclin-dependent protein serine/threonine kinase regulator activity	MF
GO:0016538	GO:0003752	cyclin-dependent protein serine/threonine kinase regulator activity	MF
GO:0016538	GO:0003753	cyclin-dependent protein serine/threonine kinase regulator activity	MF
GO:0016556	GO:0006381	mRNA modification	BP
GO:0016579	GO:0006514	protein deubiquitination	BP
GO:0016586	GO:0070604	RSC-type complex	CC
GO:0016592	GO:0000119	mediator complex	CC
GO:0016598	GO:0019130	protein arginylation	BP
GO:0016668	GO:0016654	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	MF
GO:0016691	GO:0016955	chloride peroxidase activity	MF
GO:0016691	GO:0016956	chloride peroxidase activity	MF
GO:0016691	GO:0016957	chloride peroxidase activity	MF
GO:0016691	GO:0016958	chloride peroxidase activity	MF
GO:0016697	GO:0016698	oxidoreductase activity, acting on hydrogen as donor, cytochrome as acceptor	MF
GO:0016699	GO:0016736	oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor	MF
GO:0016699	GO:0019110	oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor	MF
GO:0016706	GO:0010302	2-oxoglutarate-dependent dioxygenase activity	MF
GO:0016712	GO:0008402	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	MF
GO:0016712	GO:0050381	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	MF
GO:0016744	GO:0016745	transketolase or transaldolase activity	MF
GO:0016746	GO:0008415	acyltransferase activity	MF
GO:0016756	GO:0042143	glutathione gamma-glutamylcysteinyltransferase activity	MF
GO:0016757	GO:0016932	glycosyltransferase activity	MF
GO:0016762	GO:0080039	xyloglucan:xyloglucosyl transferase activity	MF
GO:0016765	GO:0016766	transferase activity, transferring alkyl or aryl (other than methyl) groups	MF
GO:0016785	GO:0016786	selenotransferase activity	MF
GO:0016791	GO:0003869	phosphatase activity	MF
GO:0016791	GO:0016302	phosphatase activity	MF
GO:0016805	GO:0102008	dipeptidase activity	MF
GO:0016832	GO:0016228	aldehyde-lyase activity	MF
GO:0016847	GO:0034100	1-aminocyclopropane-1-carboxylate synthase activity	MF
GO:0016868	GO:0016777	intramolecular phosphotransferase activity	MF
GO:0016884	GO:0016003	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	MF
GO:0016887	GO:0004002	ATP hydrolysis activity	MF
GO:0016887	GO:0042623	ATP hydrolysis activity	MF
GO:0016895	GO:0008858	DNA exonuclease activity, producing 5'-phosphomonoesters	MF
GO:0016907	GO:0004981	G protein-coupled acetylcholine receptor activity	MF
GO:0016922	GO:0035257	nuclear receptor binding	MF
GO:0016922	GO:0035258	nuclear receptor binding	MF
GO:0016925	GO:0006485	protein sumoylation	BP
GO:0016925	GO:0016927	protein sumoylation	BP
GO:0016925	GO:0019947	protein sumoylation	BP
GO:0016925	GO:0019951	protein sumoylation	BP
GO:0016926	GO:0016928	protein desumoylation	BP
GO:0016929	GO:0070140	deSUMOylase activity	MF
GO:0016934	GO:0004891	extracellularly glycine-gated chloride channel activity	MF
GO:0016966	GO:0016967	nitric oxide reductase activity	MF
GO:0016966	GO:0016968	nitric oxide reductase activity	MF
GO:0016979	GO:0008916	lipoate-protein ligase activity	MF
GO:0016979	GO:0016978	lipoate-protein ligase activity	MF
GO:0016979	GO:0102315	lipoate-protein ligase activity	MF
GO:0016987	GO:0000996	sigma factor activity	MF
GO:0016987	GO:0001053	sigma factor activity	MF
GO:0016992	GO:0017140	lipoate synthase activity	MF
GO:0016998	GO:0044039	cell wall macromolecule catabolic process	BP
GO:0017018	GO:0017019	myosin phosphatase activity	MF
GO:0017053	GO:0090568	transcription repressor complex	CC
GO:0017053	GO:0090569	transcription repressor complex	CC
GO:0017056	GO:0005487	structural constituent of nuclear pore	MF
GO:0017064	GO:0017073	fatty acid amide hydrolase activity	MF
GO:0017064	GO:0102077	fatty acid amide hydrolase activity	MF
GO:0017064	GO:0103073	fatty acid amide hydrolase activity	MF
GO:0017067	GO:0008128	tyrosine-ester sulfotransferase activity	MF
GO:0017069	GO:0000945	snRNA binding	MF
GO:0017077	GO:0015302	oxidative phosphorylation uncoupler activity	MF
GO:0017086	GO:0031212	3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex	CC
GO:0017096	GO:0017097	acetylserotonin O-methyltransferase activity	MF
GO:0017103	GO:0003982	UTP:galactose-1-phosphate uridylyltransferase activity	MF
GO:0017105	GO:0050601	acyl-CoA delta11-(Z)-desaturase activity	MF
GO:0017116	GO:0043142	single-stranded DNA helicase activity	MF
GO:0017125	GO:0019986	deoxycytidyl transferase activity	MF
GO:0017134	GO:0048602	fibroblast growth factor binding	MF
GO:0017134	GO:0048603	fibroblast growth factor binding	MF
GO:0017134	GO:0048604	fibroblast growth factor binding	MF
GO:0017134	GO:0048605	fibroblast growth factor binding	MF
GO:0017134	GO:0048606	fibroblast growth factor binding	MF
GO:0017134	GO:0048607	fibroblast growth factor binding	MF
GO:0017143	GO:0017138	insecticide metabolic process	BP
GO:0017148	GO:0016478	negative regulation of translation	BP
GO:0018117	GO:0018176	protein adenylylation	BP
GO:0018160	GO:0018354	peptidyl-pyrromethane cofactor linkage	BP
GO:0018160	GO:0033035	peptidyl-pyrromethane cofactor linkage	BP
GO:0018216	GO:0018017	peptidyl-arginine methylation	BP
GO:0018238	GO:0018239	peptidyl-lysine carboxyethylation	BP
GO:0018271	GO:0000106	biotin-protein ligase activity	MF
GO:0018275	GO:0017191	N-terminal peptidyl-cysteine acetylation	BP
GO:0018315	GO:0042041	molybdenum incorporation into molybdenum-molybdopterin complex	BP
GO:0018342	GO:0018346	protein prenylation	BP
GO:0018343	GO:0018347	protein farnesylation	BP
GO:0018344	GO:0018348	protein geranylgeranylation	BP
GO:0018345	GO:0018318	protein palmitoylation	BP
GO:0018345	GO:0018349	protein palmitoylation	BP
GO:0018353	GO:0018380	protein-phycocyanobilin linkage via S-phycocyanobilin-L-cysteine	BP
GO:0018356	GO:0018382	protein-phycobiliviolin linkage via S-phycobiliviolin-L-cysteine	BP
GO:0018357	GO:0018383	protein-phycourobilin linkage via phycourobilin-bis-L-cysteine	BP
GO:0018358	GO:0018381	protein-phytochromobilin linkage via S-phytochromobilin-L-cysteine	BP
GO:0018359	GO:0018385	protein-heme P460 linkage via heme P460-bis-L-cysteine-L-tyrosine	BP
GO:0018360	GO:0018384	protein-heme P460 linkage via heme P460-bis-L-cysteine-L-lysine	BP
GO:0018362	GO:0019924	peroxidase-heme linkage via dihydroxyheme-L-aspartyl ester-L-glutamyl ester	BP
GO:0018363	GO:0019925	peroxidase-heme linkage via dihydroxyheme-L-aspartyl ester-L-glutamyl ester-L-methionine sulfonium	BP
